J日快乐2.BD1280高清中英双字版.mp4,thunder://QUFodHRwOi8vZG93bmxvYWQueHVubGVpenVpZGEuY29tLzE5MDUvSuaXpeW/q+S5kDIuQkQxMjgw6auY5riF5Lit6Iux5Y+M5a2X54mILm1wNFpa
[1.03GB]得心拳手.BD中英双字.mp4,ed2k://|file|得心拳手.BD中英双字.mp4|1106002854|5FE272F58E69FF8C631852468FB4C0FE|h=SQPZYTLGZCVGFNFDURFUYSXR45EMAPBH|/
[1.12GB]得心拳手.Journeyman.2017.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:33820cf3227f5e735db4294f73a68b732bdc9dbb&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[2.75GB]得心拳手.Journeyman.2017.720p.BRRip.XviD.AC3-XVID.torrent,magnet:?xt=urn:btih:3e25e7a0d162392fd186aa7f110ced75d2e3e054&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[4.37GB]得心拳手.Journeyman.2017.LiMiTED.720p.BluRay.x264-CADAVER[rarbg].torrent,magnet:?xt=urn:btih:15c23b391be7da8e99289f7f548998edfde777c5&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[11.93GB]得心拳手.Journeyman.2017.Bluray.1080p.DTS-HD.x264-Grym.torrent,magnet:?xt=urn:btih:cad521dadfdc5dc9c18f32cc912915620938c854&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[8.14GB]得心拳手.Journeyman.2017.1080p.BluRay.x264.DTS-HD.MA.5.1-FGT.torrent,magnet:?xt=urn:btih:25ea27703d27f2e027d7a7ec4d1ada82e1be3287&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[1.77GB]得心拳手.Journeyman.2017.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:4f56fc24d839cef10d9345248314167bbe0ef42a&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[6.56GB]得心拳手.Journeyman.2017.LiMiTED.1080p.BluRay.x264-CADAVER[rarbg].torrent,magnet:?xt=urn:btih:bd64bd864339c9da06bd6c82a011f162c960ca50&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[23.8GB]得心拳手.Journeyman.2017.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-FGT.torrent,magnet:?xt=urn:btih:3d36dd659db55bb220f8249e4b63b943a23c1548&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[34.69GB]得心拳手.Journeyman.2017.1080p.BluRay.AVC.DTS-HD.MA.5.1-FGT.torrent,magnet:?xt=urn:btih:643e58ce3d2876f3fff1bb0c7186515d6618881f&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[881MB]黑荆棘.BD中英双字.rmvb,ed2k://|file|黑荆棘.BD中英双字.rmvb|926715427|BB86B1FA42FBE9D10941EC50BF4AE7E0|h=GQQOUB5PE2VGWZ3FGDLLJ6BNKBHXF756|/
[1.15GB]黑荆棘.BD中英双字.rmvb,ed2k://|file|黑荆棘.BD中英双字.rmvb|1231465609|ACFFEAE6A695E31C1401F4E572F405D6|h=UER4FCSEST7M54CH2YZBSGMVE4HFD7F5|/
[5.94GB]黑荆棘.Blackthorn.2011.720p.BluRay.x264.DTS-HDChina.torrent,magnet:?xt=urn:btih:59e8811dfea2cb3b6de6a2da20ab5af59062468b
[5.57GB]黑荆棘.Blackthorn.2011.BluRay.720p.DTS.x264-CHD.torrent,magnet:?xt=urn:btih:1eb234225cf31bb57df1dafb609882231b78f6d5
[1.19GB]黑荆棘.Blackthorn.2011.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:cd1f8df738a01dae8d0faafd0ef0a42bdbb42202
[11GB]黑荆棘.Blackthorn.2011.BluRay.1080p.DTS.x264-CHD.torrent,magnet:?xt=urn:btih:a31b501061dd3ee52773e88513b0c95fa49cd2b9
[7.73GB]黑荆棘.Blackthorn.2011.LIMITED.1080p.BluRay.X264-AMIABLE.torrent,magnet:?xt=urn:btih:424e08af4396904f209f981601dd72094aa4c9c9
[10.55GB]黑荆棘.Blackthorn.2011.1080p.BluRay.x264.DTS-FGT.torrent,magnet:?xt=urn:btih:94cebefcd173b7fa946e98e4f7823ff5d8b4c598
[1.88GB]黑荆棘.Blackthorn.2011.1080p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:f3cac30e372d82e7ecd93378b4a12b23b3d38858
[2GB]影子写手.HD中英双字.mkv,ed2k://|file|影子写手.HD中英双字.mkv|2144831984|F38E9A0A8625F3A764A347047D83D2CE|h=X5VG63ZTVMP477P5Z2AI6T25ZJMUL3U5|/
[1.09GB]影子写手.BD中英双字.rmvb,ed2k://|file|影子写手.BD中英双字.rmvb|1167344594|5BDEEE644A1FFF31009573CA22148594|h=U6F5YJBGGHZNYXOCRECTUAHH6O3TSULG|/
[1.55GB]影子写手.The.Ghost.Writer.2010.720p.BluRay.H264.AAC-RARBG.torrent,magnet:?xt=urn:btih:c0e11dee831badf859f568d82914c94a6d46c015&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[6.6GB]影子写手.The.Ghost.Writer.2010.BluRay.720p.DTS.x264-CHD.torrent,magnet:?xt=urn:btih:182e38022e8d2e9d0f48aa23a13ceb34215a0eb1&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
[7.31GB]影子写手.The.Ghost.Writer.2010.720p.BluRay.DD5.1.x264-EbP [PublicHD].torrent,magnet:?xt=urn:btih:ea3e849aa8b0a109a01cd8d0759852b919e63d0c&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&tr=http%3a%2f%2fretracker.telecom.by%2fannounce
